BasinID HFR_mean HFR_median HFR_stddev HFR_stderr HFR_Nvalues HFR_range HFR_min HFR_max SA_binned_LH SA_Spline_LH LH_Density Area Basin_Slope_mean Basin_Slope_median Basin_Slope_stddev Basin_Slope_stderr Basin_Slope_Nvalues Basin_Slope_range Basin_Slope_min Basin_Slope_max Basin_elev_mean Basin_elev_median Basin_elev_stddev Basin_elev_stderr Basin_elev_Nvalues Basin_elev_Range Basin_elev_min Basin_elev_max Aspect_mean CHT_mean CHT_median CHT_stddev CHT_stderr CHT_Nvalues CHT_range CHT_min CHT_max EStar RStar HT_Slope_mean HT_Slope_median HT_Slope_stddev HT_Slope_stderr HT_Slope_Nvalues HT_Slope_range HT_Slope_min HT_Slope_max HT_relief_mean HT_relief_median HT_relief_stddev HT_relief_stderr HT_relief_Nvalues HT_relief_range HT_relief_min HT_relief_max
124 171.28 185.528 54.077 6.60655 67 183.78 70.6905 254.471 36.1165 35.995 60.348 14956.4 0.35543 0.301964 0.159661 0.00652356 599 0.787972 0.0923222 0.880294 919.102 914.893 27.0515 1.1053 599 105.878 867.936 973.814 133.673 -0.0321679 -0.0236198 0.0258039 0.00333127 60 0.108853 -0.110222 -0.00136854 9.18287 0.262812 0.306344 0.320324 0.0447009 0.00546108 67 0.230232 0.228873 0.459105 54.0175 62.3145 20.9457 2.55892 67 64.332 17.2511 81.5831
125 128.983 148.999 64.5442 6.12626 111 225.602 3.55104 229.153 22.8206 23.6998 223.042 12609.3 0.429606 0.429394 0.108237 0.00481649 505 0.583637 0.110466 0.694103 889.114 891.337 20.7076 0.921476 505 91.6002 833.889 925.489 169.876 -0.0323505 -0.0327898 0.0184058 0.00213963 74 0.0808705 -0.0826866 -0.00181612 6.95446 0.342236 0.446107 0.407321 0.131188 0.0124518 111 0.820139 0.344908 1.16505 52.9713 60.1628 27.35 2.59594 111 113.246 2.33209 115.578
127 109.269 122.865 64.1297 7.12553 81 193.69 4.30585 197.995 35.9488 33.4871 1261.72 12609.3 0.461215 0.476887 0.137802 0.00613213 505 0.616991 0.166724 0.783715 877.943 876.148 19.056 0.847981 505 85.9592 832.866 918.825 114.884 -0.0228067 -0.0214373 0.0146158 0.00213194 47 0.0538911 -0.054532 -0.000640887 4.15345 0.329942 0.422164 0.403573 0.095538 0.0106153 81 0.492828 0.334435 0.827263 43.263 44.3735 25.7423 2.86026 81 77.2128 2.05957 79.2723
128 63.176 56.6707 44.6814 5.379 69 174.456 3.62007 178.076 4.99706 4.99706 89.9689 37428.4 1.7276 0.291396 6.15171 0.158889 1499 42.2914 0.019451 42.3109 910.303 911.943 16.6634 0.430389 1499 76.3691 870.147 946.516 86.9283 -0.0670875 -0.0258022 0.304299 0.0421987 52 2.23663 -2.23702 -0.000392169 7.06386 0.252047 0.287413 0.311849 0.0741433 0.0089258 69 0.469899 -0.00207407 0.467825 19.108 14.5991 14.3285 1.72495 69 48.1097 -0.0129395 48.0967
130 68.6576 74.3988 50.9211 5.52317 85 173.445 3.58879 177.034 4.9969 4.9969 69.9742 23395.9 1.97283 0.346962 6.44555 0.210567 937 40.3368 0.101198 40.438 906.389 907.035 13.8611 0.452821 937 69.0466 870.325 939.372 16.8255 -0.285564 -0.0271438 1.12781 0.135772 69 7.14808 -7.14842 -0.000342015 32.677 0.251287 0.308461 0.289869 0.0754471 0.00818338 85 0.592208 0.159066 0.751274 20.7034 20.9973 15.3225 1.66196 85 47.1898 0.671265 47.8611
131 182.006 177.412 65.9231 9.14189 52 211.775 92.7078 304.483 18.027 26.9897 166.121 14656.8 0.565636 0.571102 0.182932 0.00755042 587 0.797196 0.103289 0.900485 758.758 754.953 27.8853 1.15095 587 130.211 711.86 842.072 47.3705 -0.0245037 -0.0198116 0.0183823 0.00298201 38 0.059209 -0.0594318 -0.000222837 7.43301 0.310933 0.354793 0.367931 0.0604243 0.00837934 52 0.225769 0.229679 0.455448 67.9099 64.0804 34.1714 4.73872 52 115.146 23.5295 138.676
136 103.245 93.0953 52.8655 4.54994 135 186.976 18.8104 205.786 22.5924 22.8356 39.4173 30162.5 0.368384 0.357167 0.148251 0.00426546 1208 0.73339 0.00854303 0.741933 713.499 707.975 31.3699 0.902566 1208 136.681 659.118 795.799 39.4359 -0.0298814 -0.0285839 0.0164876 0.00139346 140 0.101843 -0.102028 -0.000185222 5.14182 0.328012 0.402315 0.400409 0.0683271 0.00588066 135 0.347981 0.28255 0.630532 40.6385 34.9546 21.586 1.85782 135 78.8786 9.29047 88.1691
137 144.759 146.254 30.0875 3.76094 64 112.986 90.9231 203.91 22.4905 21.5285 79.1588 23845.3 0.513789 0.505251 0.15182 0.0049128 955 0.91983 0.115841 1.03567 844.75 846.237 33.1425 1.07246 955 133.178 781.599 914.777 73.4819 -0.0465194 -0.042645 0.0195583 0.00244478 64 0.0884601 -0.0935773 -0.00511717 11.2235 0.421262 0.50318 0.511404 0.0281055 0.00351319 64 0.118778 0.42867 0.547448 73.1778 74.0295 16.9985 2.12482 64 65.4959 41.9346 107.431
140 82.3005 57.6902 61.3818 19.4106 10 173.761 40.3188 214.08 4.9969 4.9969 31.3277 22147.4 1.76548 0.501392 5.48756 0.184254 887 39.7482 0.0375055 39.7857 893.033 896.583 20.4185 0.685588 887 116.778 809.561 926.339 42.9028 -0.576836 -0.0364642 1.41373 0.232416 37 4.95778 -4.97626 -0.0184788 79.1231 0.455375 0.568946 0.59423 0.0666218 0.0210676 10 0.233386 0.425681 0.659066 44.9731 30.5186 30.9761 9.79551 10 84.2004 26.5728 110.773
141 153.911 155.481 30.7825 3.73293 68 134.43 90.436 224.866 17.8875 15.8819 45.7013 17028.8 0.408441 0.420207 0.190155 0.00728139 682 0.832078 0.00826855 0.840347 828.959 827.27 25.0231 0.958186 682 99.6973 779.233 878.931 356.044 -0.0454972 -0.043827 0.0183063 0.00221996 68 0.0915743 -0.106218 -0.0146435 11.6709 0.316148 0.373972 0.377902 0.0465907 0.00564995 68 0.213254 0.267047 0.480301 58.3905 59.7496 16.6512 2.01926 68 75.2433 24.1506 99.3939
